id,url,place,kind,purchaser,date,contractor,price_info
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",16/07/2020,"Inpros Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 860 165.20 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",24/07/2020,"Dap, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 211 628.30 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Strabag, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 4 539 962.50 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Eurovia CS, a.s., OZ oblast Čechy střed, závod Praha západ",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 574 067.27 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",11/08/2020,"Čermák a Hrachovec, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 427 357.00 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",10/07/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 348 990.00 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",10/07/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 598 778.00 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Strabag, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 991 374.50 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Strabag, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 552 292.14 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",31/07/2020,"Čermák a Hrachovec, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 067 983.14 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",10/08/2020,"Čermák a Hrachovec, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 950 613.70 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",10/07/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 329 190.00 CZK
2020/S 198-479079,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",14/07/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 980 508.00 CZK
2020/S 198-479075,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Próbne wykopy,Ředitelství silnic a dálnic ČR,21/09/2020,"Consultest, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 789 120.00 CZK
2020/S 198-479075,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Próbne wykopy,Ředitelství silnic a dálnic ČR,22/09/2020,"Consultest, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 435 532.00 CZK
2020/S 198-479075,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Próbne wykopy,Ředitelství silnic a dálnic ČR,25/09/2020,"Consultest, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 249 970.00 CZK
2020/S 198-479075,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Próbne wykopy,Ředitelství silnic a dálnic ČR,30/09/2020,"Viakontrol, spol. s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 7 910 183.00 CZK
2020/S 198-479075,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Próbne wykopy,Ředitelství silnic a dálnic ČR,26/08/2020,"Consultest, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 9 898 049.00 CZK
2020/S 198-479075,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Próbne wykopy,Ředitelství silnic a dálnic ČR,25/09/2020,"Viakontrol, spol. s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 502 068.42 CZK
2020/S 198-479071,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Jihlava,Roboty w zakresie naprawy dróg,"Krajská správa a údržba silnic Vysočiny, příspěvková organizace",02/10/2020,"Porr, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 4 164 306.00 CZKCałkowita końcowa wartość umowy/części: 4 154 305.58 CZK
2020/S 197-477916,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty budowlane,"Dopravní podnik hl. m. Prahy, akciová společnost",05/10/2020,"Elektrizace železnic Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT) (Zgoda na publikację? tak)Początkowa szacunkowa całkowita wartość zamówienia/części: 101 300 000.00 CZKCałkowita końcowa wartość umowy/części: 112 899 996.22 CZK
2020/S 197-474032,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Brno,Roboty budowlane,"Správa a údržba silnic Jihomoravského kraje, příspěvková organizace kraje",30/09/2020,"IMOS Brno, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 233 480 369.71 CZKCałkowita końcowa wartość umowy/części: 218 897 597.00 CZK
2020/S 197-474031,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Pardubice,Roboty budowlane związane ze stadionami,Statutární město Pardubice,30/09/2020,,
2020/S 197-474029,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Brno,Roboty budowlane,"Správa a údržba silnic Jihomoravského kraje, příspěvková organizace kraje",29/09/2020,"Kareta, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 8 448 617.93 CZK
2020/S 197-474028,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Budynki o szczególnej wartości historycznej lub architektonicznej,"Národní památkový ústav, státní příspěvková organizace, Územní památková správa v Českých Budějovicích",30/09/2020,"Konsit, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 102 804 655.00 CZKCałkowita końcowa wartość umowy/części: 84 177 478.21 CZK
2020/S 197-474027,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,02/07/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 8 398 185.00 CZKCałkowita końcowa wartość umowy/części: 8 398 184.30 CZK
2020/S 197-474026,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,30/07/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 2 390 000.00 CZKCałkowita końcowa wartość umowy/części: 2 387 781.60 CZK
2020/S 197-474025,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,24/09/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 5 332 124.00 CZKCałkowita końcowa wartość umowy/części: 5 332 124.00 CZK
2020/S 197-474024,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,17/09/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 3 550 928.70 CZKCałkowita końcowa wartość umowy/części: 3 550 928.70 CZK
2020/S 197-474023,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,25/09/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 1 892 900.00 CZKCałkowita końcowa wartość umowy/części: 1 892 874.40 CZK
2020/S 197-474021,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,17/07/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 2 228 700.00 CZKCałkowita końcowa wartość umowy/części: 2 228 626.70 CZK
2020/S 197-474020,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty w zakresie naprawy dróg,Ředitelství silnic a dálnic ČR,19/08/2020,"Údržba silnic Královéhradeckého kraje, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 2 580 000.00 CZKCałkowita końcowa wartość umowy/części: 2 578 023.40 CZK
2020/S 197-474016,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty instalacyjne wodno-kanalizacyjne i sanitarne,Fakultní nemocnice v Motole,30/09/2020,Jiří Cipro,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 28 000 000.00 CZKCałkowita końcowa wartość umowy/części: 28 000 000.00 CZK
2020/S 197-474010,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Jeneč,Roboty budowlane w zakresie budynków lotniskowych,"Řízení letového provozu České republiky, státní podnik (ŘLP ČR, s.p.)",01/10/2020,Metrostav a.s.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 111 837 226.99 CZK
2020/S 197-473967,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Brno,"Roboty w zakresie konstruowania, fundamentowania oraz wykonywania nawierzchni autostrad, dróg","Správa a údržba silnic Jihomoravského kraje, příspěvková organizace kraje",25/09/2020,Mados MT s.r.o.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 9 189 000.00 CZKCałkowita końcowa wartość umowy/części: 8 333 330.00 CZK
2020/S 197-473958,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Wznoszenie barier drogowych,Ředitelství silnic a dálnic ČR,02/10/2020,"Značky Morava, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 82 518.72 CZKCałkowita końcowa wartość umowy/części: 36 587 773.60 CZK
2020/S 197-473951,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Wznoszenie barier drogowych,Ředitelství silnic a dálnic ČR,02/10/2020,"Značky Morava, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 47 285.96 CZKCałkowita końcowa wartość umowy/części: 36 587 773.60 CZK
2020/S 195-470867,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty budowlane w zakresie konserwacji dróg krajowych,Ředitelství silnic a dálnic ČR,02/10/2020,"REKMA, spol. s r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 8 344 708.00 CZKCałkowita końcowa wartość umowy/części: 55 159 846.38 CZK
2020/S 195-470866,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Brno,Roboty budowlane,"Správa a údržba silnic Jihomoravského kraje, příspěvková organizace kraje",25/09/2020,"Skanska, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 23 979 747.43 CZK
2020/S 194-470182,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty budowlane w zakresie budowy kolei i systemów transportu,"Správa železnic, státní organizace",02/03/2020,,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)
2020/S 194-470181,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty budowlane w zakresie budowy kolei i systemów transportu,"Správa železnic, státní organizace",24/02/2020,,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)
2020/S 194-470180,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Roboty budowlane w zakresie budowy kolei i systemów transportu,"Správa železnic, státní organizace",27/02/2020,,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)
2020/S 194-468264,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Wznoszenie barier drogowych,Ředitelství silnic a dálnic ČR,30/07/2018,"Značky Morava, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 29 212.00 CZKCałkowita końcowa wartość umowy/części: 64 999 000.00 CZK
2020/S 194-468262,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Wznoszenie barier drogowych,Ředitelství silnic a dálnic ČR,30/07/2018,"Značky Morava, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 37 393.00 CZKCałkowita końcowa wartość umowy/części: 64 999 000.00 CZK
2020/S 194-468259,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Ostrava,Roboty budowlane w zakresie obiektów straży pożarnej,Česká republika- Hasičský záchranný sbor Moravskoslezského kraje,08/09/2020,"VW Wachal, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 241 200 000.00 CZKCałkowita końcowa wartość umowy/części: 189 405 142.37 CZK
2020/S 194-468258,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Olomouc,Odnawianie,Fakultní nemocnice Olomouc,25/09/2020,"OHL ŽS, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 63 474 626.00 CZKCałkowita końcowa wartość umowy/części: 47 301 965.98 CZK
2020/S 194-468255,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Wznoszenie barier drogowych,Ředitelství silnic a dálnic ČR,30/08/2018,"Značky Morava, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 32 877.00 CZKCałkowita końcowa wartość umowy/części: 64 999 000.00 CZK
2020/S 194-468254,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Wznoszenie barier drogowych,Ředitelství silnic a dálnic ČR,30/08/2018,"Značky Morava, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 42 498.00 CZKCałkowita końcowa wartość umowy/części: 64 999 000.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",09/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 023 914.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",09/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 046 805.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",24/07/2020,"Čermák a Hrachovec, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 359 643.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",24/07/2020,"Čermák a Hrachovec, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 359 643.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",24/09/2020,"Porr, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 940 048.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",24/07/2020,"Porr, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 770 030.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",28/07/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 6 009 972.23 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",30/07/2020,"Eurovia CS, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 622 667.69 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",11/08/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 482 516.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",14/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 593 349.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",14/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 002 634.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",14/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 889 607.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Skanska, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 874 915.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",24/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 896 317.90 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",11/08/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 7 006 212.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",10/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 487 958.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",10/07/2020,DAP a.s.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 422 235.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",14/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 4 596 649.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",05/08/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 798 397.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",11/08/2020,"Čermák a Hrachovec, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 953 187.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",16/07/2020,"Strabag, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 796 026.40 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",16/07/2020,"Inpros Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 215 031.98 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",27/07/2020,"Chic, s.r.o.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 441 845.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Strabag, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 854 881.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Inpros Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 456 528.70 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",22/07/2020,"Inpros Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 468 682.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",05/08/2020,"Inpros Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 608 915.40 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",29/07/2020,"DAP, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 490 791.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",11/08/2020,"Inpros Praha, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 461 300.00 CZK
2020/S 193-465618,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,"Roboty w zakresie budowy autostrad, dróg","Technická správa komunikací hl.m.Prahy, a.s.",28/08/2020,"Colas CZ, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 409 963.00 CZK
2020/S 193-465612,https://ted.europa.eu/TED/search/expertSearch.do,Czechy-Praga,Instalowanie znaków drogowych,Ředitelství silnic a dálnic ČR,29/09/2020,"ČNES+3K+ÚS+PS, VDZ dálnice - vedoucí: ČNES dopravní stavby, a.s.",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 16 754 000.00 CZK
