Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2019 X,"48,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2019 XI,"48,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2019 XII,"45,6"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 I,"49,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 II,"47,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 III,"46,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 IV,"31,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 V,"29,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 VI,"30,0"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 VII,"34,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 VIII,"34,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 IX,"35,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 X,"36,7"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 XI,"35,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2020 XII,"33,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 I,"32,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 II,"32,5"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 III,"32,1"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 IV,"33,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 V,"34,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 VI,"36,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 VII,"38,8"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 VIII,"41,2"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 IX,"42,9"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 X,"42,4"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 XI,"42,3"
Wyszczególnienie,Bariery działalności - niedobór wykwalifikowanych pracowników [%],2021 XII,"41,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 I,"2,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 II,"2,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 III,"2,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 IV,"2,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 V,"2,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 VI,"2,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 VII,"2,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 VIII,"2,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 IX,"2,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 X,"2,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 XI,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2014 XII,"3,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 I,"2,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 II,"2,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 III,"3,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 IV,"2,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 V,"2,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 VI,"2,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 VII,"2,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 VIII,"2,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 IX,"2,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 X,"3,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 XI,"3,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2015 XII,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 I,"2,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 II,"2,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 III,"2,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 IV,"2,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 V,"2,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 VI,"2,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 VII,"2,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 VIII,"3,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 IX,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 X,"3,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 XI,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2016 XII,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 I,"2,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 II,"2,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 III,"2,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 IV,"2,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 V,"2,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 VI,"3,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 VII,"3,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 VIII,"3,4"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 IX,"4,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 X,"4,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 XI,"4,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2017 XII,"4,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 I,"4,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 II,"4,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 III,"4,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 IV,"5,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 V,"5,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 VI,"6,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 VII,"7,1"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 VIII,"7,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 IX,"7,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 X,"7,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 XI,"7,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2018 XII,"7,1"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 I,"4,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 II,"4,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 III,"5,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 IV,"5,8"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 V,"4,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 VI,"5,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 VII,"5,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 VIII,"4,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 IX,"5,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 X,"5,1"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 XI,"4,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2019 XII,"4,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 I,"3,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 II,"3,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 III,"3,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 IV,"5,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 V,"4,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 VI,"4,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 VII,"3,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 VIII,"3,7"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 IX,"4,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 X,"4,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 XI,"4,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2020 XII,"3,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 I,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 II,"3,2"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 III,"4,0"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 IV,"5,3"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 V,"5,6"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 VI,"7,4"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 VII,"8,1"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 VIII,"9,1"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 IX,"10,1"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 X,"10,9"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 XI,"12,5"
Wyszczególnienie,Bariery działalności - niedobór sprzętu oraz/lub materiałów i surowców (z przyczyn pozafinansowych) [%],2021 XII,"11,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 I,"62,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 II,"60,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 III,"61,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 IV,"62,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 V,"61,7"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 VI,"61,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 VII,"62,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 VIII,"61,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 IX,"63,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 X,"63,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 XI,"62,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2014 XII,"61,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 I,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 II,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 III,"60,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 IV,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 V,"60,8"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 VI,"61,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 VII,"61,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 VIII,"61,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 IX,"62,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 X,"61,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 XI,"61,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2015 XII,"60,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 I,"60,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 II,"59,8"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 III,"59,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 IV,"59,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 V,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 VI,"60,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 VII,"60,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 VIII,"60,8"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 IX,"61,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 X,"61,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 XI,"60,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2016 XII,"59,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 I,"56,8"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 II,"56,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 III,"57,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 IV,"59,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 V,"58,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 VI,"58,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 VII,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 VIII,"61,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 IX,"61,8"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 X,"61,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 XI,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2017 XII,"60,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 I,"58,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 II,"58,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 III,"58,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 IV,"58,8"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 V,"60,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 VI,"61,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 VII,"61,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 VIII,"62,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 IX,"63,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 X,"62,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 XI,"62,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2018 XII,"62,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 I,"61,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 II,"59,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 III,"61,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 IV,"62,7"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 V,"62,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 VI,"63,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 VII,"63,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 VIII,"64,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 IX,"65,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 X,"64,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 XI,"64,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2019 XII,"64,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 I,"69,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 II,"69,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 III,"69,9"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 IV,"60,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 V,"57,7"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 VI,"58,7"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 VII,"59,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 VIII,"61,5"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 IX,"62,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 X,"62,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 XI,"62,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2020 XII,"62,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 I,"59,7"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 II,"60,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 III,"60,2"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 IV,"60,1"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 V,"61,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 VI,"62,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 VII,"62,4"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 VIII,"63,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 IX,"63,6"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 X,"65,0"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 XI,"65,3"
Wyszczególnienie,Bariery działalności - koszty zatrudnienia [%],2021 XII,"64,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 I,"32,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 II,"31,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 III,"34,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 IV,"34,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 V,"34,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 VI,"35,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 VII,"36,2"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 VIII,"35,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 IX,"36,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 X,"35,2"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 XI,"34,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2014 XII,"33,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 I,"29,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 II,"28,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 III,"30,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 IV,"30,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 V,"30,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 VI,"31,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 VII,"31,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 VIII,"30,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 IX,"30,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 X,"31,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 XI,"30,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2015 XII,"31,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 I,"26,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 II,"26,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 III,"26,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 IV,"27,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 V,"29,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 VI,"29,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 VII,"28,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 VIII,"28,2"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 IX,"28,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 X,"28,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 XI,"28,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2016 XII,"27,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 I,"22,2"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 II,"23,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 III,"25,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 IV,"25,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 V,"25,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 VI,"27,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2017 VII,"27,1"
